4	R	3550
4	W	3550
0	R	3550
4	J	3577
4	R	3577
4	W	3578
0	R	3578
4	J	3585
4	R	3585
4	W	3585
0	R	3585
4	J	3655
4	R	3655
4	W	3656
4	J	3656
4	W	3656
0	R	3656
4	J	3661
4	R	3661
4	W	3661
0	R	3661
4	J	3675
4	R	3675
4	W	3675
0	R	3675
4	J	3698
4	R	3698
4	W	3698
0	R	3698
4	J	3710
4	R	3710
4	W	3710
0	R	3710
4	J	3751
4	R	3751
9	N	3753
9	J	3753
4	W	3754
9	R	3754
10	N	3758
10	J	3759
9	W	3759
10	R	3759
10	E	3810
9	J	3810
9	R	3810
11	N	3811
11	J	3811
9	W	3811
11	R	3811
11	E	3904
9	J	3904
9	R	3904
12	N	3904
12	J	3905
9	W	3905
12	R	3905
12	E	3927
9	J	3927
9	R	3927
13	N	3929
13	J	3930
9	W	3930
13	R	3930
13	E	3936
9	J	3936
9	R	3936
9	E	3938
4	J	3938
4	R	3938
14	N	3939
14	J	3939
4	W	3940
14	R	3940
4	J	3941
14	E	3942
4	R	3942
4	W	3942
0	R	3942
4	J	5794
4	R	5794
4	W	5794
0	R	5794
4	J	5813
4	R	5813
4	W	5813
0	R	5813
4	J	5853
4	R	5853
4	W	5854
0	R	5854
4	J	5967
4	R	5967
4	J	5967
4	J	5967
4	W	5968
0	R	5968
4	J	5974
4	R	5974
4	J	5974
4	J	5974
4	W	5974
0	R	5974
4	J	5981
4	R	5981
4	J	5981
4	J	5981
4	W	5982
0	R	5982
4	J	5989
4	R	5989
4	J	5989
4	J	5989
4	W	5989
0	R	5990
4	J	5997
4	R	5997
4	J	5997
4	W	5997
4	W	5998
0	R	5998
4	J	6003
4	R	6003
4	J	6003
4	W	6003
4	W	6003
0	R	6004
4	J	6011
4	R	6011
4	J	6011
4	W	6011
0	R	6011
4	J	6019
4	R	6019
4	J	6019
4	J	6019
4	W	6019
0	R	6019
4	J	6027
4	R	6027
4	J	6027
4	J	6027
4	W	6027
0	R	6027
4	J	6034
4	R	6034
4	J	6034
4	J	6034
4	W	6034
0	R	6034
4	J	6041
4	R	6041
4	J	6041
4	J	6041
4	W	6042
0	R	6042
4	J	6049
4	R	6049
4	J	6049
4	W	6049
0	R	6049
4	J	6057
4	R	6057
4	J	6057
4	W	6057
0	R	6057
4	J	6067
4	R	6067
4	J	6067
4	W	6067
4	W	6068
0	R	6068
4	J	6071
4	R	6071
4	J	6071
4	J	6071
4	W	6071
0	R	6071
4	J	6075
4	R	6075
4	J	6075
4	W	6075
4	W	6075
0	R	6075
4	J	6078
4	R	6078
4	J	6078
4	J	6078
4	W	6079
0	R	6079
4	J	6085
4	R	6085
4	J	6085
4	W	6085
4	W	6085
0	R	6085
4	J	6090
4	R	6090
4	J	6090
4	J	6090
4	W	6090
0	R	6090
4	J	6098
4	R	6098
4	J	6098
4	J	6098
4	W	6098
0	R	6098
4	J	6105
4	R	6105
4	J	6105
4	J	6105
4	W	6105
0	R	6105
4	J	6113
4	R	6113
4	J	6113
4	J	6113
4	W	6113
0	R	6113
4	J	6118
4	R	6118
4	J	6118
4	J	6118
4	W	6118
0	R	6118
4	J	6121
4	R	6121
4	W	6121
0	R	6121
4	J	6164
4	R	6164
4	W	6164
0	R	6164
4	J	6185
4	R	6185
4	W	6185
0	R	6185
4	J	6243
4	R	6243
4	W	6243
0	R	6243
4	J	6259
4	R	6259
4	W	6259
0	R	6259
4	J	6295
4	R	6295
4	W	6295
0	R	6295
4	J	6312
4	R	6312
4	W	6312
0	R	6312
4	J	6402
4	R	6402
4	W	6402
0	R	6402
4	J	6424
4	R	6424
4	W	6424
0	R	6425
4	J	6447
4	R	6447
4	W	6447
0	R	6447
4	J	6458
4	R	6458
4	W	6458
0	R	6459
4	J	6591
4	R	6591
4	W	6591
0	R	6591
4	J	6707
4	R	6707
4	J	6707
4	J	6707
4	W	6707
0	R	6707
4	J	6715
4	R	6715
4	J	6715
4	W	6715
0	R	6715
4	J	6720
4	R	6720
4	J	6720
4	W	6721
0	R	6721
4	J	6728
4	R	6728
4	J	6728
4	W	6728
0	R	6728
4	J	6736
4	R	6736
4	J	6736
4	J	6736
4	W	6736
0	R	6736
4	J	6742
4	R	6742
4	W	6742
0	R	6742
4	J	6799
4	R	6799
4	W	6799
0	R	6799
4	J	6828
4	R	6828
4	W	6828
0	R	6828
4	J	6853
4	R	6853
4	W	6853
0	R	6853
4	J	6871
4	R	6871
4	W	6871
0	R	6871
4	J	6895
4	R	6895
4	W	6895
0	R	6895
4	J	6915
4	R	6915
4	W	6915
0	R	6915
4	J	6976
4	R	6976
4	W	6976
0	R	6976
4	J	6999
4	R	6999
4	W	6999
0	R	6999
4	J	7060
4	R	7060
4	W	7060
0	R	7061
4	J	7085
4	R	7086
4	W	7086
0	R	7086
4	J	7114
4	R	7114
4	W	7114
0	R	7114
4	J	7132
4	R	7132
4	W	7132
0	R	7132
4	J	7798
4	R	7798
15	N	7799
15	J	7800
4	W	7801
15	R	7801
16	N	7804
16	J	7805
15	W	7805
16	R	7805
16	E	7853
15	J	7853
15	R	7853
17	N	7854
17	J	7854
15	W	7855
17	R	7855
17	E	7937
15	J	7937
15	R	7937
18	N	7937
18	J	7938
15	W	7938
18	R	7938
18	E	7958
15	J	7958
15	R	7958
19	N	7960
19	J	7960
15	W	7960
19	R	7961
19	E	7965
15	J	7965
15	R	7965
15	E	7967
4	J	7967
4	R	7967
20	N	7968
20	J	7968
4	W	7968
20	R	7969
4	J	7970
20	E	7971
4	R	7971
4	W	7971
0	R	7971
4	J	20710
4	R	20710
4	W	20710
0	R	20710
4	J	20719
4	R	20720
4	W	20720
0	R	20720
4	J	20763
4	R	20763
4	W	20763
0	R	20763
4	J	20779
4	R	20779
4	W	20779
0	R	20779
4	J	20795
4	R	20795
21	N	20795
21	J	20796
4	W	20796
21	R	20797
21	E	20800
4	J	20800
4	R	20801
22	N	20801
22	J	20801
4	W	20802
22	R	20802
4	J	20804
22	E	20804
4	R	20804
4	W	20805
0	R	20805
4	J	20807
4	R	20807
4	W	20807
0	R	20807
4	J	21020
4	R	21020
4	W	21020
0	R	21020
4	J	21039
4	R	21039
4	W	21039
0	R	21039
4	J	21225
4	R	21225
4	W	21225
0	R	21225
4	J	21243
4	R	21243
4	W	21243
0	R	21243
4	J	21337
4	R	21337
4	W	21337
0	R	21337
4	J	21451
4	R	21451
4	J	21451
4	J	21451
4	W	21451
0	R	21451
4	J	21455
4	R	21455
4	J	21455
4	J	21455
4	W	21455
0	R	21455
4	J	21458
4	R	21458
4	W	21458
4	J	21458
4	W	21458
0	R	21458
4	J	21463
4	R	21464
4	J	21464
4	W	21464
4	W	21464
0	R	21464
4	J	21471
4	R	21472
4	W	21472
4	J	21472
4	W	21472
0	R	21472
4	J	21479
4	R	21479
4	J	21479
4	J	21479
4	W	21479
0	R	21479
4	J	21487
4	R	21487
4	J	21487
4	W	21487
4	W	21487
0	R	21487
4	J	21495
4	R	21496
4	J	21496
4	W	21496
4	W	21496
0	R	21496
4	J	21504
4	R	21504
4	J	21504
4	W	21504
0	R	21504
4	J	21511
4	R	21511
4	J	21511
4	W	21511
4	W	21511
0	R	21511
4	J	21519
4	R	21519
4	J	21519
4	J	21519
4	W	21519
0	R	21519
4	J	21527
4	R	21527
4	J	21527
4	W	21527
4	W	21527
0	R	21527
4	J	21536
4	R	21536
4	J	21536
4	W	21536
4	W	21536
0	R	21536
4	J	21542
4	R	21542
4	J	21542
4	W	21543
0	R	21543
4	J	21551
4	R	21551
4	W	21551
4	J	21551
4	W	21551
0	R	21551
4	J	21559
4	R	21559
4	W	21559
4	J	21559
4	W	21559
0	R	21559
4	J	21568
4	R	21568
4	J	21568
4	W	21568
4	W	21568
0	R	21568
4	J	21572
4	R	21572
4	W	21572
0	R	21572
4	J	21729
4	R	21729
4	W	21729
0	R	21729
4	J	21752
4	R	21752
4	W	21752
0	R	21752
4	J	21795
4	R	21795
4	W	21795
0	R	21795
4	J	21811
4	R	21811
4	W	21811
0	R	21811
4	J	21859
4	R	21859
4	W	21859
0	R	21859
4	J	21880
4	R	21880
4	W	21880
0	R	21880
4	J	21919
4	R	21919
4	W	21919
0	R	21919
4	J	21940
4	R	21940
4	W	21940
0	R	21940
4	J	22028
4	R	22028
4	W	22029
0	R	22029
4	J	22050
4	R	22050
4	W	22050
0	R	22050
4	J	22221
4	R	22221
4	W	22221
0	R	22221
4	J	22235
4	R	22235
4	W	22235
0	R	22235
4	J	22282
4	R	22282
4	W	22283
0	R	22283
4	J	22298
4	R	22298
4	W	22299
0	R	22299
4	J	22371
4	R	22372
4	W	22372
0	R	22372
4	J	22389
4	R	22389
4	W	22389
0	R	22389
4	J	22585
4	R	22585
4	W	22586
0	R	22586
4	J	22597
4	R	22597
4	W	22597
0	R	22597
4	J	22629
4	R	22629
4	W	22630
0	R	22630
4	J	22642
4	R	22642
4	W	22642
0	R	22642
4	J	22730
4	R	22730
4	W	22730
0	R	22730
4	J	22741
4	R	22741
4	W	22741
0	R	22741
4	J	22767
4	R	22767
4	W	22767
0	R	22767
4	J	22785
4	R	22785
4	W	22785
0	R	22785
4	J	22812
4	R	22812
4	W	22812
0	R	22812
4	J	22828
4	R	22828
4	W	22829
0	R	22829
4	J	22854
4	R	22854
4	W	22854
0	R	22854
4	J	22864
4	R	22864
4	W	22864
0	R	22864
4	J	22897
4	R	22897
4	W	22897
0	R	22897
4	J	22916
4	R	22916
4	W	22916
0	R	22916
4	J	22939
4	R	22939
4	W	22939
0	R	22939
4	J	22951
4	R	22951
4	W	22951
0	R	22951
4	J	22975
4	R	22975
4	W	22975
0	R	22975
4	J	22996
4	R	22996
4	W	22996
0	R	22996
4	J	23183
4	R	23183
4	W	23183
0	R	23183
4	J	23205
4	R	23205
4	W	23205
0	R	23205
4	J	23267
4	R	23267
4	W	23267
0	R	23267
4	J	23280
4	R	23280
4	W	23280
0	R	23280
4	J	23306
4	R	23306
4	W	23306
0	R	23306
4	J	23323
4	R	23323
4	W	23323
0	R	23323
4	J	23381
4	R	23381
23	N	23383
23	J	23383
4	W	23384
23	R	23384
24	N	23387
24	J	23388
23	W	23388
24	R	23388
24	E	23436
23	J	23436
23	R	23436
25	N	23437
25	J	23438
23	W	23438
25	R	23438
25	E	23520
23	J	23520
23	R	23520
26	N	23521
26	J	23521
23	W	23522
26	R	23522
26	E	23541
23	J	23541
23	R	23541
27	N	23543
27	J	23544
23	W	23544
27	R	23544
27	E	23579
23	J	23579
23	R	23579
23	E	23581
4	J	23581
4	R	23581
28	N	23582
28	J	23582
4	W	23582
28	R	23583
4	J	23584
28	E	23585
4	R	23585
4	W	23585
0	R	23585
4	J	24720
4	R	24720
4	W	24720
0	R	24720
4	J	24733
4	R	24733
4	W	24733
0	R	24733
4	J	24760
4	R	24760
4	W	24760
0	R	24760
4	J	24774
4	R	24774
4	W	24774
0	R	24774
4	J	24816
4	R	24816
4	W	24816
0	R	24816
4	J	24835
4	R	24835
4	W	24835
0	R	24835
4	J	24853
4	R	24853
4	W	24853
0	R	24853
4	J	24868
4	R	24868
4	W	24868
0	R	24868
4	J	24876
4	R	24876
4	W	24877
0	R	24877
4	J	24891
4	R	24891
4	W	24891
0	R	24891
4	J	24904
4	R	24904
4	W	24904
0	R	24904
4	J	24923
4	R	24923
4	W	24923
0	R	24923
4	J	24957
4	R	24957
4	W	24957
0	R	24957
4	J	24967
4	R	24967
4	W	24967
0	R	24967
4	J	25005
4	R	25005
4	W	25005
0	R	25005
4	J	25014
4	R	25014
4	W	25014
0	R	25014
4	J	25039
4	R	25039
4	W	25039
0	R	25039
4	J	25051
4	R	25051
4	W	25051
0	R	25051
4	J	25072
4	R	25072
29	N	25073
29	J	25073
4	W	25074
29	R	25074
30	N	25075
30	J	25076
31	N	25076
31	J	25076
32	N	25076
32	J	25077
29	W	25077
32	R	25077
32	W	25077
31	R	25077
31	J	25097
30	R	25097
30	J	25117
31	R	25117
31	J	25137
30	R	25137
30	J	25157
31	R	25157
31	J	25177
30	R	25177
32	J	25197
30	J	25197
32	R	25197
32	W	25197
31	R	25197
31	J	25217
30	R	25217
30	J	25237
31	R	25237
31	J	25257
30	R	25257
30	J	25277
31	R	25277
31	J	25297
30	R	25297
32	J	25317
30	J	25317
32	R	25317
32	W	25317
31	R	25317
31	J	25337
30	R	25337
30	J	25357
31	R	25357
31	J	25377
30	R	25377
30	J	25397
31	R	25397
31	J	25417
30	R	25417
32	J	25437
30	J	25437
32	R	25437
32	W	25437
31	R	25437
31	J	25457
30	R	25457
30	J	25477
31	R	25477
31	J	25497
30	R	25497
30	J	25517
31	R	25517
31	J	25537
30	R	25537
32	J	25557
30	J	25557
32	R	25557
32	W	25557
31	R	25557
31	J	25577
30	R	25577
30	J	25597
31	R	25597
31	J	25617
30	R	25617
30	J	25637
31	R	25637
31	J	25657
30	R	25657
32	J	25677
30	J	25677
32	R	25677
32	W	25677
31	R	25677
31	W	25677
30	R	25677
32	J	25797
31	J	25797
30	J	25797
32	R	25797
32	W	25797
31	R	25797
31	W	25797
30	R	25797
32	J	25917
31	J	25917
30	J	25917
32	R	25917
32	W	25917
31	R	25917
31	W	25917
30	R	25917
32	J	26037
31	J	26037
30	J	26037
32	R	26037
32	W	26037
31	R	26037
31	J	26096
30	R	26096
30	J	26116
31	R	26116
31	J	26136
30	R	26136
32	J	26156
30	J	26156
32	R	26156
32	W	26156
31	R	26156
31	J	26176
30	R	26176
30	J	26196
31	R	26196
31	J	26216
30	R	26216
30	J	26236
31	R	26236
31	J	26256
30	R	26256
32	J	26276
30	J	26276
32	R	26276
32	W	26276
31	R	26276
31	J	26296
30	R	26296
30	J	26316
31	R	26316
31	J	26336
30	R	26336
30	J	26356
31	R	26356
31	J	26376
30	R	26376
32	J	26396
30	J	26396
32	R	26396
32	W	26396
31	R	26396
31	J	26416
30	R	26416
30	J	26436
31	R	26436
31	J	26456
30	R	26456
30	J	26476
31	R	26476
31	J	26496
30	R	26496
32	J	26516
30	J	26516
32	R	26516
32	W	26516
31	R	26516
31	J	26536
30	R	26536
30	J	26556
31	R	26556
31	J	26576
30	R	26576
30	J	26596
31	R	26596
31	W	26597
30	R	26597
32	J	26617
30	J	26617
32	R	26617
32	W	26617
30	R	26617
31	J	26717
30	J	26717
31	R	26717
31	W	26717
30	R	26717
32	J	26737
30	J	26737
32	R	26737
32	W	26737
30	R	26737
31	J	26837
30	J	26837
31	R	26837
31	W	26837
30	R	26837
32	J	26857
30	J	26857
32	R	26857
32	E	26857
29	J	26857
29	R	26857
29	E	26858
4	J	26858
4	R	26858
33	N	26858
33	J	26859
4	W	26859
33	R	26859
4	J	26861
33	E	26861
4	R	26861
4	W	26862
30	R	26862
31	J	26942
30	J	26942
31	R	26942
31	J	27001
30	R	27001
30	J	27021
31	R	27021
31	J	27041
30	R	27041
30	J	27061
31	R	27061
31	J	27081
30	R	27081
30	J	27101
31	R	27101
31	J	27121
30	R	27121
30	J	27141
31	R	27141
31	J	27161
30	R	27161
30	J	27181
31	R	27181
31	J	27201
30	R	27201
4	J	27215
30	J	27221
4	R	27221
4	W	27221
31	R	27221
4	J	27227
31	J	27241
4	R	27241
4	W	27241
30	R	27241
4	J	27251
30	J	27261
4	R	27261
4	W	27261
31	R	27261
4	J	27267
31	J	27281
4	R	27281
34	N	27281
34	J	27282
4	W	27282
30	R	27282
30	J	27302
34	R	27302
34	E	27306
4	J	27306
4	R	27306
35	N	27306
35	J	27307
4	W	27307
35	R	27307
4	J	27309
35	E	27309
4	R	27309
4	W	27310
31	R	27310
31	J	27330
30	R	27330
30	J	27350
31	R	27350
31	J	27370
30	R	27370
30	J	27390
31	R	27390
31	J	27410
30	R	27410
30	J	27430
31	R	27430
31	J	27450
30	R	27450
30	J	27470
31	R	27470
31	J	27490
30	R	27490
30	E	27490
1	J	27490
1	R	27490
1	W	27490
31	R	27490
31	E	27491
1	J	27491
1	R	27491
1	W	27491
0	R	27491
4	J	27876
4	R	27876
4	W	27876
0	R	27876
4	J	27897
4	R	27898
4	W	27898
0	R	27898
4	J	27925
4	R	27925
4	W	27925
0	R	27925
4	J	27937
4	R	27937
4	W	27937
0	R	27937
4	J	27976
4	R	27976
4	W	27976
0	R	27977
4	J	27992
4	R	27992
4	W	27992
0	R	27992
4	J	28023
4	R	28023
4	W	
